date,region,product,category,sales_rep,revenue,cost,quantity,customer_id,profit
2024-05-10,East,Keyboard Mech,Electronics,Emma Brown,187.32,103.15,2,CUST-1242,84.17
2024-05-10,East,"Monitor 27""",Peripherals,Alice Johnson,392.91,173.28,19,CUST-1106,219.63
2024-05-10,South,Wireless Mouse,Peripherals,Carol Davis,120.24,62.6,10,CUST-1020,57.64
2024-05-10,East,USB-C Hub,Electronics,Emma Brown,181.29,117.41,23,CUST-1295,63.88
2024-05-11,North,USB-C Hub,Electronics,Carol Davis,7852.35,3926.17,183,CUST-1248,3926.18
2024-05-11,North,Wireless Mouse,Displays,Alice Johnson,432.57,282.45,25,CUST-1233,150.12
2024-05-12,East,USB-C Hub,Displays,Alice Johnson,88.71,37.78,17,CUST-1008,50.93
2024-05-13,East,Laptop Pro,Displays,Emma Brown,552.93,229.97,15,CUST-1111,322.96
2024-05-13,Central,Keyboard Mech,Displays,Frank Miller,335.41,209.42,15,CUST-1009,125.99
2024-05-14,West,Wireless Mouse,Accessories,Emma Brown,1652.77,748.18,11,CUST-1253,904.59
2024-05-15,,USB-C Hub,Electronics,Carol Davis,166.02,78.71,10,CUST-1097,87.31
2024-05-15,South,Wireless Mouse,Displays,Frank Miller,188.0,107.02,10,CUST-1226,80.98
2024-05-15,East,USB-C Hub,Electronics,David Wilson,245.92,139.2,5,CUST-1050,106.72
2024-05-15,East,Keyboard Mech,Electronics,David Wilson,947.15,490.95,7,CUST-1170,456.2
2024-05-16,West,Laptop Pro,Peripherals,David Wilson,572.91,321.16,11,CUST-1087,251.75
2024-05-16,North,Wireless Mouse,Peripherals,David Wilson,710.93,343.76,17,CUST-1153,367.17
2024-05-17,South,"Monitor 27""",Electronics,Bob Smith,189.99,110.55,17,CUST-1034,79.44
2024-05-20,South,USB-C Hub,Accessories,Emma Brown,204.55,115.88,11,CUST-1038,88.67
2024-05-21,North,Wireless Mouse,Electronics,Carol Davis,231.07,,4,CUST-1177,
2024-05-21,North,Wireless Mouse,Accessories,David Wilson,276.25,162.04,2,CUST-1254,114.21
2024-05-22,West,Laptop Pro,Peripherals,Bob Smith,130.38,71.93,12,CUST-1205,58.45
2024-05-22,North,Wireless Mouse,Displays,Alice Johnson,239.21,165.2,1,CUST-1081,74.01
2024-05-22,West,Laptop Pro,Accessories,David Wilson,228.46,151.27,7,CUST-1182,77.19
2024-05-22,North,Wireless Mouse,Peripherals,Bob Smith,33.5,18.1,21,CUST-1078,15.4
2024-05-23,West,Laptop Pro,Displays,Frank Miller,234.61,93.94,10,CUST-1257,140.67
2024-05-23,South,USB-C Hub,Electronics,Frank Miller,977.77,428.53,3,CUST-1076,549.24
2024-05-24,East,Wireless Mouse,Peripherals,Carol Davis,296.44,171.57,2,CUST-1293,124.87
2024-05-24,South,Laptop Pro,Electronics,Bob Smith,220.05,138.13,8,CUST-1017,81.92
2024-05-24,West,USB-C Hub,Peripherals,Frank Miller,414.01,238.71,9,CUST-1007,175.3
2024-05-25,East,Wireless Mouse,Peripherals,Alice Johnson,1900.84,832.46,13,CUST-1276,1068.38
2024-05-25,,USB-C Hub,Electronics,Emma Brown,322.3,186.8,12,CUST-1156,135.5
2024-05-25,South,"Monitor 27""",Displays,Bob Smith,353.7,226.75,12,CUST-1079,126.95
2024-05-25,West,Laptop Pro,Electronics,Carol Davis,181.77,94.24,12,CUST-1120,87.53
2024-05-26,North,Wireless Mouse,Peripherals,Alice Johnson,412.1,238.38,3,CUST-1043,173.72
2024-05-26,Central,USB-C Hub,Electronics,Bob Smith,687.94,286.68,13,CUST-1233,401.26
2024-05-26,East,Laptop Pro,Electronics,Carol Davis,161.81,98.26,23,CUST-1219,63.55
2024-05-27,North,"Monitor 27""",Electronics,Bob Smith,79.87,32.15,12,CUST-1104,47.72
2024-05-27,West,Laptop Pro,Electronics,David Wilson,179.24,116.55,20,CUST-1073,62.69
2024-05-27,North,Keyboard Mech,Peripherals,Emma Brown,322.54,189.49,11,CUST-1120,133.05
2024-05-28,East,Laptop Pro,Electronics,Frank Miller,167.29,103.41,10,CUST-1045,63.88
2024-05-28,South,Laptop Pro,Electronics,Frank Miller,116.32,64.45,20,CUST-1238,51.87
2024-05-28,West,USB-C Hub,Electronics,Carol Davis,716.74,369.57,2,CUST-1180,347.17
2024-05-29,South,Wireless Mouse,Electronics,Emma Brown,124.51,71.36,18,CUST-1009,53.15
2024-05-29,North,Wireless Mouse,Peripherals,David Wilson,632.9,306.73,14,CUST-1163,326.17
2024-05-30,East,"Monitor 27""",Electronics,Bob Smith,199.81,111.25,8,CUST-1029,88.56
2024-05-30,North,Laptop Pro,Accessories,Alice Johnson,388.45,174.35,25,CUST-1006,214.1
2024-05-31,North,Laptop Pro,Accessories,Frank Miller,712.67,379.99,15,CUST-1105,332.68
2024-05-31,North,Wireless Mouse,Displays,Alice Johnson,1318.59,847.47,19,CUST-1107,471.12
2024-06-01,East,Wireless Mouse,Peripherals,Alice Johnson,369.88,160.94,8,CUST-1079,208.94
2024-06-01,South,USB-C Hub,Displays,Alice Johnson,455.49,308.84,7,CUST-1282,146.65
2024-06-01,North,USB-C Hub,Accessories,Emma Brown,129.65,88.51,19,CUST-1171,41.14
2024-06-02,West,"Monitor 27""",Electronics,Bob Smith,248.54,102.0,12,CUST-1013,146.54
2024-06-02,East,Wireless Mouse,Accessories,David Wilson,1388.49,898.49,6,CUST-1174,490.0
2024-06-02,North,Laptop Pro,Peripherals,Frank Miller,444.41,255.55,4,CUST-1106,188.86
2024-06-03,West,Wireless Mouse,Electronics,Emma Brown,295.41,158.89,20,CUST-1217,136.52
2024-06-04,South,Laptop Pro,Peripherals,Frank Miller,293.81,154.38,18,CUST-1289,139.43
2024-06-04,South,USB-C Hub,Electronics,Alice Johnson,64.22,29.74,21,CUST-1132,34.48
2024-06-05,Central,Laptop Pro,Electronics,Bob Smith,152.67,62.13,21,CUST-1171,90.54
2024-06-05,South,USB-C Hub,Peripherals,Alice Johnson,289.95,163.48,3,CUST-1268,126.47
2024-06-05,West,Wireless Mouse,Accessories,Carol Davis,183.72,,16,CUST-1022,
2024-06-05,East,Laptop Pro,Peripherals,Emma Brown,119.68,63.4,4,CUST-1178,56.28
2024-06-06,North,Keyboard Mech,Accessories,David Wilson,1716.21,725.93,10,CUST-1052,990.28
2024-06-06,Central,USB-C Hub,Accessories,Alice Johnson,160.6,94.59,24,CUST-1024,66.01
2024-06-06,East,"Monitor 27""",Electronics,Carol Davis,356.97,144.7,12,CUST-1255,212.27
2024-06-06,East,"Monitor 27""",Peripherals,Emma Brown,172.26,108.96,11,CUST-1178,63.3
2024-06-06,South,Wireless Mouse,Electronics,Bob Smith,61.37,31.18,24,CUST-1106,30.19
2024-06-07,East,USB-C Hub,Peripherals,Alice Johnson,694.47,449.2,1,CUST-1162,245.27
2024-06-07,East,Wireless Mouse,Peripherals,Carol Davis,362.1,181.66,2,CUST-1181,180.44
2024-06-08,North,Keyboard Mech,Electronics,David Wilson,308.82,165.03,24,CUST-1193,143.79
2024-06-08,South,USB-C Hub,Accessories,David Wilson,565.06,275.61,22,CUST-1040,289.45
2024-06-08,South,Laptop Pro,Electronics,Carol Davis,137.98,72.56,7,CUST-1021,65.42
2024-06-08,North,Wireless Mouse,Electronics,Frank Miller,192.23,131.83,24,CUST-1085,60.4
2024-06-08,South,Laptop Pro,Displays,Carol Davis,518.56,301.1,18,CUST-1046,217.46
2024-06-08,West,Laptop Pro,Peripherals,Emma Brown,181.84,96.8,23,CUST-1173,85.04
2024-06-09,West,Laptop Pro,Accessories,David Wilson,299.57,145.67,10,CUST-1265,153.9
2024-06-09,East,Wireless Mouse,Electronics,Emma Brown,234.61,150.03,8,CUST-1123,84.58
2024-06-09,East,"Monitor 27""",Electronics,David Wilson,330.45,187.93,2,CUST-1198,142.52
2024-06-10,West,Wireless Mouse,Electronics,Emma Brown,339.88,182.27,6,CUST-1200,157.61
2024-06-11,Central,Wireless Mouse,Peripherals,Alice Johnson,183.17,82.87,13,CUST-1295,100.3
2024-06-11,South,"Monitor 27""",Displays,Bob Smith,301.38,153.83,19,CUST-1217,147.55
2024-06-12,West,Laptop Pro,Electronics,Bob Smith,411.99,186.98,14,CUST-1103,225.01
2024-06-12,North,Wireless Mouse,Accessories,Emma Brown,243.61,128.13,15,CUST-1066,115.48
2024-06-12,Central,Wireless Mouse,Accessories,David Wilson,290.13,133.09,21,CUST-1268,157.04
2024-06-13,South,USB-C Hub,Electronics,Emma Brown,302.41,141.31,24,CUST-1195,161.1
2024-06-14,North,Laptop Pro,Electronics,Bob Smith,1454.69,774.23,2,CUST-1000,680.46
2024-06-15,North,"Monitor 27""",Electronics,Carol Davis,47.99,29.52,22,CUST-1183,18.47
2024-06-16,North,Wireless Mouse,Accessories,Bob Smith,250.82,157.57,19,CUST-1112,93.25
2024-06-17,East,USB-C Hub,Peripherals,David Wilson,148.36,79.74,9,CUST-1252,68.62
2024-06-18,North,Laptop Pro,Peripherals,David Wilson,205.7,108.42,18,CUST-1084,97.28
2024-06-18,East,Keyboard Mech,Displays,Alice Johnson,749.91,505.69,2,CUST-1226,244.22
2024-06-19,East,Laptop Pro,Peripherals,David Wilson,423.25,206.67,11,CUST-1271,216.58
2024-06-20,West,Laptop Pro,Peripherals,Carol Davis,542.95,290.21,9,CUST-1045,252.74
2024-06-21,West,USB-C Hub,Electronics,Bob Smith,270.83,173.56,3,CUST-1119,97.27
2024-06-21,Central,Wireless Mouse,Accessories,Frank Miller,204.28,103.99,22,CUST-1283,100.29
2024-06-21,North,Wireless Mouse,Electronics,Frank Miller,128.39,62.22,19,CUST-1241,66.17
2024-06-21,South,USB-C Hub,Electronics,David Wilson,,306.99,24,CUST-1076,
2024-06-21,,USB-C Hub,Electronics,David Wilson,238.23,165.77,18,CUST-1039,72.46
2024-06-21,East,USB-C Hub,Peripherals,Bob Smith,172.93,81.63,6,CUST-1214,91.3
2024-06-22,North,USB-C Hub,Electronics,Bob Smith,157.01,71.19,3,CUST-1058,85.82
2024-06-22,South,Wireless Mouse,Peripherals,Bob Smith,290.75,145.02,7,CUST-1061,145.73
2024-06-22,East,Laptop Pro,Electronics,Bob Smith,123.49,59.16,12,CUST-1164,64.33
2024-06-23,East,USB-C Hub,Peripherals,Bob Smith,280.86,176.95,17,CUST-1241,103.91
2024-06-23,West,"Monitor 27""",Electronics,Bob Smith,152.17,103.54,5,CUST-1065,48.63
2024-06-25,North,Keyboard Mech,Accessories,Bob Smith,,30.29,3,CUST-1093,
2024-06-25,South,Wireless Mouse,Electronics,Emma Brown,502.18,344.49,15,CUST-1279,157.69
2024-06-26,East,USB-C Hub,Peripherals,Frank Miller,139.42,90.72,12,CUST-1151,48.7
2024-06-26,West,"Monitor 27""",Accessories,Alice Johnson,59.42,33.09,18,CUST-1101,26.33
2024-06-26,West,USB-C Hub,Electronics,Alice Johnson,88.67,42.54,24,CUST-1218,46.13
2024-06-27,North,Wireless Mouse,Electronics,Alice Johnson,95.66,43.96,19,CUST-1018,51.7
2024-06-28,South,USB-C Hub,Electronics,Bob Smith,160.8,94.54,9,CUST-1247,66.26
2024-06-28,West,"Monitor 27""",Electronics,Frank Miller,295.49,144.15,3,CUST-1253,151.34
2024-06-28,North,Keyboard Mech,Accessories,Emma Brown,293.29,122.94,23,CUST-1281,170.35
2024-06-28,Central,Laptop Pro,Displays,Carol Davis,156.23,69.62,17,CUST-1028,86.61
2024-06-28,East,Wireless Mouse,Electronics,Bob Smith,659.74,321.78,23,CUST-1102,337.96
2024-06-29,North,USB-C Hub,Peripherals,Emma Brown,907.72,603.84,10,CUST-1167,303.88
2024-06-29,East,Wireless Mouse,Peripherals,Bob Smith,94.86,41.12,20,CUST-1277,53.74
2024-06-29,South,Wireless Mouse,Electronics,Bob Smith,126.07,60.87,4,CUST-1230,65.2
2024-06-30,North,Laptop Pro,Electronics,Emma Brown,136.22,58.67,2,CUST-1026,77.55
2024-07-01,North,"Monitor 27""",Electronics,Alice Johnson,340.43,209.92,16,CUST-1111,130.51
2024-07-01,West,Laptop Pro,Electronics,Carol Davis,156.91,109.23,6,CUST-1106,47.68
2024-07-02,North,Keyboard Mech,Accessories,Alice Johnson,386.2,169.78,24,CUST-1071,216.42
2024-07-03,West,Keyboard Mech,Displays,David Wilson,210.86,106.39,18,CUST-1182,104.47
2024-07-05,South,Laptop Pro,Displays,David Wilson,65.7,26.45,9,CUST-1186,39.25
2024-07-05,East,Laptop Pro,Electronics,Carol Davis,151.92,91.27,18,CUST-1208,60.65
2024-07-06,South,Laptop Pro,Accessories,Alice Johnson,388.39,257.5,2,CUST-1040,130.89
2024-07-06,East,USB-C Hub,Displays,Alice Johnson,353.57,189.38,13,CUST-1250,164.19
2024-07-07,East,Laptop Pro,Peripherals,Carol Davis,162.79,89.55,19,CUST-1209,73.24
2024-07-08,West,Laptop Pro,Electronics,Emma Brown,1042.57,524.64,12,CUST-1190,517.93
2024-07-08,East,USB-C Hub,Accessories,Emma Brown,334.69,187.24,7,CUST-1192,147.45
2024-07-08,North,Laptop Pro,Peripherals,Frank Miller,121.53,58.08,25,CUST-1261,63.45
2024-07-09,North,"Monitor 27""",Displays,Bob Smith,428.27,280.62,19,CUST-1175,147.65
2024-07-09,West,Wireless Mouse,Electronics,Bob Smith,104.91,68.94,15,CUST-1081,35.97
2024-07-10,North,Wireless Mouse,Electronics,David Wilson,116.34,48.84,4,CUST-1034,67.5
2024-07-10,Central,USB-C Hub,Electronics,Frank Miller,106.91,67.65,11,CUST-1158,39.26
2024-07-10,South,Wireless Mouse,Peripherals,Emma Brown,,358.17,1,CUST-1253,
2024-07-10,East,Wireless Mouse,Electronics,Emma Brown,,573.3,16,CUST-1166,
2024-07-10,North,Wireless Mouse,Accessories,David Wilson,482.72,294.81,18,CUST-1115,187.91
2024-07-11,North,Keyboard Mech,Accessories,Frank Miller,185.65,96.08,25,CUST-1287,89.57
2024-07-12,North,Wireless Mouse,Peripherals,Frank Miller,290.49,188.71,3,CUST-1017,101.78
2024-07-12,East,Wireless Mouse,Electronics,Bob Smith,383.96,261.99,1,CUST-1174,121.97
2024-07-14,North,Wireless Mouse,Peripherals,Bob Smith,181.18,108.44,22,CUST-1052,72.74
2024-07-15,Central,Wireless Mouse,Accessories,Emma Brown,81.98,52.9,18,CUST-1127,29.08
2024-07-15,West,USB-C Hub,Displays,Alice Johnson,141.21,57.04,19,CUST-1012,84.17
2024-07-16,South,USB-C Hub,Accessories,Carol Davis,530.09,229.1,15,CUST-1046,300.99
2024-07-17,West,Keyboard Mech,Peripherals,Emma Brown,199.61,129.23,1,CUST-1014,70.38
2024-07-18,West,Laptop Pro,Electronics,Alice Johnson,168.38,76.88,2,CUST-1130,91.5
2024-07-18,Central,Keyboard Mech,Accessories,Alice Johnson,191.39,80.54,7,CUST-1232,110.85
2024-07-19,North,USB-C Hub,Electronics,Frank Miller,103.66,64.32,17,CUST-1062,39.34
2024-07-19,East,USB-C Hub,Electronics,Bob Smith,178.05,119.71,10,CUST-1257,58.34
2024-07-19,North,Wireless Mouse,Electronics,Bob Smith,40.61,27.99,7,CUST-1080,12.62
2024-07-19,North,USB-C Hub,Electronics,Carol Davis,131.99,68.46,25,CUST-1078,63.53
2024-07-20,East,Laptop Pro,Electronics,Alice Johnson,305.84,199.82,15,CUST-1067,106.02
2024-07-21,West,Laptop Pro,Accessories,Emma Brown,753.04,443.85,10,CUST-1048,309.19
2024-07-21,North,Laptop Pro,Accessories,Alice Johnson,136.49,93.63,23,CUST-1265,42.86
2024-07-21,Central,Laptop Pro,Electronics,Carol Davis,716.49,325.2,21,CUST-1022,391.29
2024-07-22,North,USB-C Hub,Accessories,Bob Smith,184.79,110.73,5,CUST-1066,74.06
2024-07-22,West,Wireless Mouse,Accessories,David Wilson,285.26,168.37,4,CUST-1268,116.89
2024-07-23,East,Wireless Mouse,Peripherals,Carol Davis,163.15,65.84,11,CUST-1052,97.31
2024-07-23,North,USB-C Hub,Electronics,Emma Brown,575.09,318.45,19,CUST-1063,256.64
2024-07-24,East,USB-C Hub,Displays,Carol Davis,173.6,75.32,9,CUST-1160,98.28
2024-07-24,North,"Monitor 27""",Electronics,Bob Smith,118.97,56.82,15,CUST-1014,62.15
2024-07-25,Central,Laptop Pro,Peripherals,Bob Smith,183.2,127.54,6,CUST-1016,55.66
2024-07-26,West,"Monitor 27""",Accessories,Emma Brown,264.52,180.74,7,CUST-1116,83.78
2024-07-26,East,USB-C Hub,Electronics,Alice Johnson,48.72,32.17,4,CUST-1151,16.55
2024-07-26,South,USB-C Hub,Peripherals,Frank Miller,554.03,258.99,23,CUST-1270,295.04
2024-07-26,North,"Monitor 27""",Accessories,Alice Johnson,92.15,42.07,16,CUST-1067,50.08
2024-07-27,North,Laptop Pro,Peripherals,Carol Davis,400.63,275.31,19,CUST-1280,125.32
2024-07-27,East,Laptop Pro,Electronics,Frank Miller,261.5,,8,CUST-1089,
2024-07-27,North,USB-C Hub,Peripherals,Alice Johnson,258.96,134.61,12,CUST-1259,124.35
2024-07-28,North,"Monitor 27""",Accessories,Bob Smith,294.26,152.89,4,CUST-1287,141.37
2024-07-28,East,Wireless Mouse,Accessories,Carol Davis,592.3,238.39,4,CUST-1119,353.91
2024-07-28,West,Laptop Pro,Accessories,Emma Brown,677.39,278.38,18,CUST-1256,399.01
2024-07-31,West,"Monitor 27""",Electronics,David Wilson,821.92,426.84,1,CUST-1230,395.08
2024-07-31,North,USB-C Hub,Electronics,Carol Davis,46.59,29.42,21,CUST-1267,17.17
2024-07-31,West,Laptop Pro,Peripherals,Emma Brown,449.54,252.34,12,CUST-1141,197.2
2024-08-01,North,"Monitor 27""",Peripherals,Emma Brown,112.58,68.61,12,CUST-1132,43.97
2024-08-01,South,Keyboard Mech,Electronics,Bob Smith,261.58,145.01,23,CUST-1161,116.57
2024-08-02,North,Wireless Mouse,Displays,Emma Brown,183.23,76.64,1,CUST-1066,106.59
2024-08-03,West,USB-C Hub,Accessories,Bob Smith,162.38,85.45,15,CUST-1070,76.93
2024-08-03,North,"Monitor 27""",Peripherals,Bob Smith,294.78,142.41,17,CUST-1145,152.37
2024-08-03,South,Laptop Pro,Peripherals,Carol Davis,319.48,139.14,4,CUST-1204,180.34
2024-08-04,North,Wireless Mouse,Peripherals,Bob Smith,613.19,393.3,8,CUST-1211,219.89
2024-08-04,East,Laptop Pro,Displays,Bob Smith,356.63,197.37,3,CUST-1059,159.26
2024-08-04,Central,Laptop Pro,Peripherals,Bob Smith,35.84,22.52,24,CUST-1125,13.32
2024-08-05,North,Wireless Mouse,Electronics,Carol Davis,86.14,48.22,5,CUST-1252,37.92
2024-08-05,East,USB-C Hub,Electronics,David Wilson,126.59,53.94,25,CUST-1203,72.65
2024-08-06,North,USB-C Hub,Electronics,Carol Davis,175.37,79.31,11,CUST-1243,96.06
2024-08-07,South,Laptop Pro,Displays,David Wilson,251.82,108.17,19,CUST-1221,143.65
2024-08-07,North,Laptop Pro,Electronics,Frank Miller,487.61,340.12,4,CUST-1227,147.49
2024-08-09,East,Wireless Mouse,Electronics,Carol Davis,238.48,109.12,25,CUST-1056,129.36
2024-08-09,Central,Laptop Pro,Displays,Alice Johnson,319.57,162.79,8,CUST-1164,156.78
2024-08-09,West,Laptop Pro,Electronics,Frank Miller,167.41,112.39,11,CUST-1177,55.02
2024-08-10,South,Wireless Mouse,Electronics,Bob Smith,409.1,225.94,10,CUST-1150,183.16
2024-08-10,West,USB-C Hub,Accessories,Bob Smith,290.17,158.52,12,CUST-1145,131.65
2024-08-10,,"Monitor 27""",Accessories,Emma Brown,347.43,189.36,18,CUST-1208,158.07
2024-08-11,North,Keyboard Mech,Electronics,Carol Davis,207.2,137.38,10,CUST-1273,69.82
2024-08-12,South,USB-C Hub,Accessories,Emma Brown,323.55,216.44,18,CUST-1241,107.11
2024-08-12,North,"Monitor 27""",Peripherals,Alice Johnson,52.48,24.96,20,CUST-1082,27.52
2024-08-13,South,USB-C Hub,Peripherals,Frank Miller,168.66,107.48,16,CUST-1272,61.18
2024-08-13,West,"Monitor 27""",Peripherals,David Wilson,344.44,194.24,5,CUST-1070,150.2
2024-08-13,Central,USB-C Hub,Accessories,Emma Brown,125.24,56.42,25,CUST-1079,68.82
2024-08-13,East,USB-C Hub,Electronics,Emma Brown,101.85,53.76,12,CUST-1002,48.09
2024-08-13,North,"Monitor 27""",Displays,David Wilson,775.16,505.65,10,CUST-1294,269.51
2024-08-13,South,Keyboard Mech,Electronics,David Wilson,126.53,82.53,7,CUST-1139,44.0
2024-08-14,North,Laptop Pro,Electronics,Emma Brown,193.29,134.41,8,CUST-1052,58.88
2024-08-14,North,Laptop Pro,Peripherals,Bob Smith,221.81,88.83,9,CUST-1031,132.98
2024-08-14,East,USB-C Hub,Electronics,Emma Brown,224.56,143.67,1,CUST-1064,80.89
2024-08-14,Central,Wireless Mouse,Accessories,David Wilson,293.67,190.78,6,CUST-1094,102.89
2024-08-15,North,"Monitor 27""",Electronics,David Wilson,286.7,135.46,22,CUST-1096,151.24
2024-08-15,West,Laptop Pro,Displays,David Wilson,453.31,264.99,20,CUST-1179,188.32
2024-08-15,West,"Monitor 27""",Electronics,Emma Brown,510.54,309.78,24,CUST-1240,200.76
2024-08-15,Central,Laptop Pro,Accessories,Emma Brown,71.29,34.21,23,CUST-1034,37.08
2024-08-16,West,Laptop Pro,Electronics,Emma Brown,117.41,75.7,12,CUST-1001,41.71
2024-08-16,North,Laptop Pro,Peripherals,Emma Brown,513.07,229.9,12,CUST-1039,283.17
2024-08-16,West,USB-C Hub,Peripherals,Carol Davis,152.95,106.08,24,CUST-1106,46.87
2024-08-17,South,USB-C Hub,Electronics,Emma Brown,133.18,76.85,20,CUST-1168,56.33
2024-08-18,North,Wireless Mouse,Displays,Bob Smith,231.15,110.58,23,CUST-1012,120.57
2024-08-18,South,Laptop Pro,Accessories,Bob Smith,137.97,88.96,12,CUST-1248,49.01
2024-08-18,East,Laptop Pro,Electronics,Emma Brown,298.18,148.21,22,CUST-1203,149.97
2024-08-18,North,Wireless Mouse,Electronics,Alice Johnson,145.47,73.06,8,CUST-1022,72.41
2024-08-19,South,Laptop Pro,Electronics,Alice Johnson,636.39,286.5,20,CUST-1013,349.89
2024-08-19,East,Laptop Pro,Peripherals,Emma Brown,468.59,269.8,5,CUST-1078,198.79
2024-08-19,East,Keyboard Mech,Accessories,Bob Smith,400.02,163.35,5,CUST-1085,236.67
2024-08-20,West,"Monitor 27""",Peripherals,Bob Smith,395.58,194.99,25,CUST-1104,200.59
2024-08-20,West,Laptop Pro,Electronics,Carol Davis,100.88,52.66,25,CUST-1156,48.22
2024-08-20,Central,Wireless Mouse,Electronics,Alice Johnson,468.11,193.05,10,CUST-1028,275.06
2024-08-22,West,Wireless Mouse,Accessories,Alice Johnson,108.28,45.9,18,CUST-1285,62.38
2024-08-23,North,USB-C Hub,Accessories,Frank Miller,454.18,247.17,17,CUST-1013,207.01
2024-08-23,Central,USB-C Hub,Electronics,Bob Smith,1189.37,488.97,3,CUST-1251,700.4
2024-08-23,Central,Laptop Pro,Peripherals,Carol Davis,986.16,512.46,16,CUST-1204,473.7
2024-08-24,West,Wireless Mouse,Accessories,David Wilson,801.7,387.51,3,CUST-1071,414.19
2024-08-24,North,USB-C Hub,Electronics,Carol Davis,284.29,127.5,25,CUST-1159,156.79
2024-08-25,North,Wireless Mouse,Electronics,Frank Miller,134.42,73.67,13,CUST-1167,60.75
2024-08-25,West,Wireless Mouse,Accessories,Bob Smith,196.48,,19,CUST-1070,
2024-08-26,North,Laptop Pro,Electronics,David Wilson,335.63,185.21,1,CUST-1205,150.42
2024-08-26,East,Wireless Mouse,Displays,Emma Brown,522.88,285.71,18,CUST-1009,237.17
2024-08-26,North,Laptop Pro,Accessories,Emma Brown,216.28,98.97,20,CUST-1101,117.31
2024-08-27,South,Wireless Mouse,Accessories,Bob Smith,313.59,182.95,5,CUST-1218,130.64
2024-08-27,West,Wireless Mouse,Peripherals,Carol Davis,80.07,47.67,3,CUST-1244,32.4
2024-08-28,South,Wireless Mouse,Peripherals,Emma Brown,444.0,237.73,2,CUST-1066,206.27
2024-08-28,Central,USB-C Hub,Accessories,Bob Smith,529.2,270.98,17,CUST-1174,258.22
2024-08-29,South,Laptop Pro,Electronics,Frank Miller,270.66,137.32,4,CUST-1184,133.34
2024-08-29,West,USB-C Hub,Accessories,Emma Brown,780.15,415.22,7,CUST-1061,364.93
2024-08-29,North,"Monitor 27""",Electronics,Emma Brown,391.15,205.1,12,CUST-1026,186.05
2024-08-30,South,"Monitor 27""",Displays,Bob Smith,498.36,239.05,11,CUST-1266,259.31
2024-08-30,South,Wireless Mouse,Accessories,Frank Miller,332.37,157.88,5,CUST-1108,174.49
2024-09-01,East,USB-C Hub,Electronics,Bob Smith,289.04,145.17,24,CUST-1103,143.87
2024-09-02,South,Keyboard Mech,Accessories,Emma Brown,500.07,299.25,19,CUST-1101,200.82
2024-09-02,Central,Wireless Mouse,Peripherals,Alice Johnson,226.75,127.1,12,CUST-1255,99.65
2024-09-03,West,Wireless Mouse,Peripherals,David Wilson,4641.83,2320.92,134,CUST-1059,2320.91
2024-09-03,South,Laptop Pro,Electronics,Emma Brown,200.39,92.3,2,CUST-1214,108.09
2024-09-03,West,Laptop Pro,Accessories,Alice Johnson,133.93,60.28,22,CUST-1074,73.65
2024-09-04,Central,Wireless Mouse,Electronics,Emma Brown,290.74,194.21,3,CUST-1251,96.53
2024-09-05,West,Keyboard Mech,Accessories,Bob Smith,792.11,349.61,19,CUST-1007,442.5
2024-09-05,East,USB-C Hub,Peripherals,Frank Miller,401.17,210.61,1,CUST-1261,190.56
2024-09-06,South,USB-C Hub,Electronics,Emma Brown,402.47,231.62,7,CUST-1218,170.85
2024-09-06,Central,USB-C Hub,Electronics,Alice Johnson,424.47,188.14,7,CUST-1185,236.33
2024-09-07,East,"Monitor 27""",Accessories,Alice Johnson,22.34,13.4,12,CUST-1209,8.94
2024-09-08,Central,Laptop Pro,Displays,Alice Johnson,157.83,66.65,1,CUST-1243,91.18
2024-09-09,East,Laptop Pro,Electronics,Emma Brown,402.65,168.8,5,CUST-1074,233.85
2024-09-09,South,Laptop Pro,Displays,Frank Miller,92.99,47.51,9,CUST-1185,45.48
2024-09-10,North,USB-C Hub,Peripherals,Alice Johnson,191.42,104.34,11,CUST-1216,87.08
2024-09-10,South,Laptop Pro,Accessories,David Wilson,125.26,60.2,5,CUST-1229,65.06
2024-09-10,North,USB-C Hub,Displays,Frank Miller,375.2,167.57,25,CUST-1121,207.63
2024-09-11,North,Keyboard Mech,Electronics,Emma Brown,389.67,239.19,6,CUST-1058,150.48
2024-09-12,Central,USB-C Hub,Displays,David Wilson,383.61,222.98,9,CUST-1262,160.63
2024-09-12,North,Laptop Pro,Displays,Frank Miller,1778.05,892.93,6,CUST-1177,885.12
2024-09-12,Central,USB-C Hub,Displays,David Wilson,141.0,62.68,5,CUST-1239,78.32
2024-09-12,West,Wireless Mouse,Electronics,Frank Miller,371.05,249.31,2,CUST-1298,121.74
2024-09-12,South,USB-C Hub,Accessories,Bob Smith,,54.47,1,CUST-1214,
2024-09-12,East,"Monitor 27""",Displays,David Wilson,2360.54,1180.27,85,CUST-1026,1180.27
2024-09-13,West,Keyboard Mech,Accessories,Emma Brown,581.95,369.74,10,CUST-1199,212.21
2024-09-13,West,Laptop Pro,Accessories,Frank Miller,139.37,76.14,3,CUST-1187,63.23
2024-09-13,East,"Monitor 27""",Accessories,Carol Davis,140.44,71.25,25,CUST-1210,69.19
2024-09-13,Central,Wireless Mouse,Accessories,Alice Johnson,133.43,65.44,16,CUST-1040,67.99
2024-09-15,West,Laptop Pro,Electronics,David Wilson,757.69,308.2,3,CUST-1030,449.49
